id,accountNumber ,creditLimit,cardType,availableMoney,transactionDateTime,merchantName,transactionAmount,acqCountry,currentExpDate,accountOpenDate,cardCVV,enteredCVV,cardLast4Digits,transactionType,currentBalance,cardPresent,isFraud
8257,754371149,1000,Classic,960.79,2016-11-11T19:12:33,KFC #960686,63.5,US,30-Jan,9/28/2013,154,154,4969,PURCHASE,39.21,1,0
8258,754371149,1000,Classic,897.29,2016-11-12T16:11:48,Mobil Gas #325452,40.98,US,31-Mar,9/28/2013,227,227,5067,PURCHASE,102.71,1,0
8259,754371149,1000,Classic,856.31,2016-11-15T09:46:01,Curves #906709,39.21,US,27-Nov,9/28/2013,154,154,4969,PURCHASE,143.69,0,0
8260,754371149,1000,Classic,817.1,2016-11-18T12:23:23,EZ Putt Putt #69446,264.7,US,23-Apr,9/28/2013,227,227,5067,PURCHASE,182.9,1,0
8261,754371149,1000,Classic,552.4,2016-11-24T01:51:31,Play Store,5.33,US,Mar-33,9/28/2013,227,227,5067,PURCHASE,447.6,0,0
8262,754371149,1000,Classic,547.07,2016-11-27T00:32:01,Mobil Gas #325452,49.26,US,31-Mar,9/28/2013,227,227,5067,PURCHASE,452.93,1,0
8263,754371149,1000,Classic,497.81,2016-11-28T13:35:27,Curves #906709,39.21,US,27-Nov,9/28/2013,154,154,4969,PURCHASE,502.19,0,0
8264,754371149,1000,Classic,1000,2016-12-11T19:03:20,Mobil Gas #325452,53.03,US,31-Mar,9/28/2013,227,227,5067,PURCHASE,0,1,0
8265,754371149,1000,Classic,946.97,2016-12-12T18:18:53,Curves #906709,39.21,US,27-Nov,9/28/2013,154,154,4969,PURCHASE,53.03,0,0
8266,754371149,1000,Classic,907.76,2016-12-25T05:56:10,Mobil Gas #325452,42.6,US,31-Mar,9/28/2013,227,227,5067,PURCHASE,92.24,1,0
8267,754371149,1000,Classic,865.16,2016-12-25T11:35:11,Play Store,5.33,US,Mar-33,9/28/2013,227,227,5067,PURCHASE,134.84,0,0
8268,754371149,1000,Classic,859.83,2016-12-26T14:11:49,Curves #906709,39.21,US,27-Nov,9/28/2013,154,154,4969,PURCHASE,140.17,0,0
8269,668332358,250,Classic,250,2016-01-13T01:54:19,AMC #692956,251.52,MEX,20-Mar,11/19/2011,284,284,8792,PURCHASE,0,1,0
8270,668332358,250,Classic,250,2016-01-13T21:18:04,AMC #191138,157.51,US,Sep-31,11/19/2011,127,127,7607,PURCHASE,0,1,1
8271,668332358,250,Classic,92.49,2016-01-14T21:25:30,Regal Cinemas #05791,165.1,US,23-Feb,11/19/2011,284,284,8792,PURCHASE,157.51,1,0
8272,668332358,250,Classic,250,2016-01-17T10:55:33,Regal Cinemas #05791,0,US,31-Oct,11/19/2011,127,127,7607,ADDRESS_VERIFICATION,0,0,0
8273,668332358,250,Classic,250,2016-01-28T23:15:04,AMC #724446,16.82,US,28-Apr,11/19/2011,284,284,8792,PURCHASE,0,1,0
8274,668332358,250,Classic,233.18,2016-01-31T13:26:55,Universe Massage #350895,235.06,US,May-33,11/19/2011,284,284,8792,PURCHASE,16.82,1,0
8275,668332358,250,Classic,250,2016-02-01T08:24:45,AMC #145832,91.9,US,29-Mar,11/19/2011,284,284,8792,PURCHASE,0,1,0
8276,668332358,250,Classic,158.1,2016-02-10T21:26:13,AMC #706324,81.78,US,Nov-32,11/19/2011,127,127,7607,PURCHASE,91.9,1,0
8277,668332358,250,Classic,76.32,2016-02-11T19:50:59,EZ Putt Putt #69446,0.72,US,29-May,11/19/2011,284,284,8792,PURCHASE,173.68,1,0
8278,668332358,250,Classic,75.6,2016-02-29T23:31:55,EZ Putt Putt #755869,0.92,US,Dec-32,11/19/2011,284,284,8792,PURCHASE,174.4,1,0
8279,668332358,250,Classic,250,2016-03-09T11:36:05,AMC #79863,90.36,US,Jul-33,11/19/2011,127,127,7607,PURCHASE,0,1,0
8280,668332358,250,Classic,159.64,2016-03-19T22:34:43,AMC #74121,20.45,US,23-Oct,11/19/2011,127,127,7607,PURCHASE,90.36,1,0
8281,668332358,250,Classic,139.19,2016-03-25T17:08:06,Regal Cinemas #05791,154.14,US,28-Jul,11/19/2011,284,284,8792,PURCHASE,110.81,1,0
8282,668332358,250,Classic,217.54,2016-03-26T16:42:28,AMC #606218,3.63,US,26-Dec,11/19/2011,284,284,8792,PURCHASE,32.46,1,0
8283,668332358,250,Classic,250,2016-04-01T23:10:47,AMC #79863,36.92,US,26-Jun,11/19/2011,127,127,7607,PURCHASE,0,1,0
8284,668332358,250,Classic,213.08,2016-04-06T04:32:04,AMC #706324,9.23,US,28-Sep,11/19/2011,284,284,8792,PURCHASE,36.92,1,0
8285,668332358,250,Classic,203.85,2016-04-08T07:02:02,AMC #191138,66.76,US,26-Aug,11/19/2011,284,284,8792,PURCHASE,46.15,1,0
8286,668332358,250,Classic,137.09,2016-04-08T19:51:02,Regal Cinemas #05791,347.01,US,21-Oct,11/19/2011,127,127,7607,PURCHASE,112.91,1,0
8287,668332358,250,Classic,250,2016-05-11T17:32:58,Regal Cinemas #276341,117.28,US,30-Apr,11/19/2011,284,284,8792,PURCHASE,0,1,0
8288,668332358,250,Classic,132.72,2016-05-16T16:27:37,Hyatt House #441290,82.73,US,26-Oct,11/19/2011,127,127,7607,PURCHASE,117.28,0,0
8289,668332358,250,Classic,250,2016-06-09T15:14:08,Shell Gas #561430,48,US,30-Aug,11/19/2011,127,127,7607,PURCHASE,0,1,0
8290,668332358,250,Classic,202,2016-06-09T16:23:05,AMC #724446,134.97,US,25-Feb,11/19/2011,127,127,7607,PURCHASE,48,1,0
8291,668332358,250,Classic,67.03,2016-06-16T23:35:46,AMC #74121,53.08,US,29-Jun,11/19/2011,127,127,7607,PURCHASE,182.97,1,0
8292,668332358,250,Classic,13.95,2016-06-18T20:12:43,EZ Putt Putt #804489,85.38,US,29-Feb,11/19/2011,127,127,7607,PURCHASE,236.05,1,0
8293,668332358,250,Classic,250,2016-06-22T18:06:42,Shell Gas #561430,49.78,US,30-Aug,11/19/2011,127,127,7607,PURCHASE,0,1,0
8294,668332358,250,Classic,200.22,2016-06-29T12:04:08,AMC #191138,31.25,US,24-Jun,11/19/2011,127,127,7607,PURCHASE,49.78,1,0
8295,668332358,250,Classic,250,2016-07-02T15:51:17,EZ Putt Putt #69446,42.41,US,28-Jan,11/19/2011,284,284,8792,PURCHASE,0,1,0
8296,668332358,250,Classic,207.59,2016-07-06T14:29:34,Shell Gas #561430,60.87,US,30-Aug,11/19/2011,127,127,7607,PURCHASE,42.41,1,0
8297,668332358,250,Classic,146.72,2016-07-20T06:41:02,Shell Gas #561430,59.95,US,30-Aug,11/19/2011,127,127,7607,PURCHASE,103.28,1,0
8298,668332358,250,Classic,86.77,2016-07-20T10:06:52,AMC #145832,0,US,26-Jul,11/19/2011,127,127,7607,ADDRESS_VERIFICATION,163.23,0,0
8299,668332358,250,Classic,86.77,2016-07-29T01:12:01,EZ Putt Putt #551896,0,US,Apr-31,11/19/2011,127,127,7607,ADDRESS_VERIFICATION,163.23,0,0
8300,668332358,250,Classic,250,2016-08-02T14:02:29,Shell Gas #561430,54.54,US,30-Aug,11/19/2011,127,127,7607,PURCHASE,0,1,0
8301,668332358,250,Classic,195.46,2016-08-06T20:23:47,Regal Cinemas #729464,84.66,US,29-Sep,11/19/2011,127,127,7607,PURCHASE,54.54,1,0
8302,668332358,250,Classic,110.8,2016-08-17T00:33:27,Shell Gas #561430,55.73,US,30-Aug,11/19/2011,127,127,7607,PURCHASE,139.2,1,0
8303,668332358,250,Classic,55.07,2016-08-19T03:37:34,EZ Putt Putt #804489,351.68,US,22-Oct,11/19/2011,127,127,7607,PURCHASE,194.93,1,0
8304,668332358,250,Classic,250,2016-08-24T04:06:23,AMC #692956,17.41,US,29-Jun,11/19/2011,284,284,8792,PURCHASE,0,1,0
8305,668332358,250,Classic,232.59,2016-08-30T01:05:15,Shell Gas #561430,50.38,US,30-Aug,11/19/2011,127,127,7607,PURCHASE,17.41,1,0
8306,668332358,250,Classic,182.21,2016-08-31T07:37:34,AMC #706324,394.54,US,Dec-32,11/19/2011,284,284,8792,PURCHASE,67.79,1,0
8307,668332358,250,Classic,-0.8,2016-08-31T07:57:10,EZ Putt Putt #804489,600.32,US,30-Nov,11/19/2011,284,284,8792,PURCHASE,250.8,1,0
8308,668332358,250,Classic,250,2016-09-03T03:46:52,abc.com,9.36,US,27-Aug,11/19/2011,127,127,7607,PURCHASE,0,0,0
8309,668332358,250,Classic,240.64,2016-09-14T00:26:48,Shell Gas #561430,47.85,US,30-Aug,11/19/2011,127,127,7607,PURCHASE,9.36,1,0
8310,668332358,250,Classic,192.79,2016-09-16T06:21:38,Regal Cinemas #276341,26.19,US,27-Mar,11/19/2011,127,127,7607,PURCHASE,57.21,1,0
8311,668332358,250,Classic,166.6,2016-09-27T08:50:29,Shell Gas #561430,48,US,30-Aug,11/19/2011,127,127,7607,PURCHASE,83.4,1,0
8312,668332358,250,Classic,250,2016-10-03T18:08:03,Hyatt House #372646,51.94,US,22-Aug,11/19/2011,127,127,7607,PURCHASE,0,1,0
8313,668332358,250,Classic,198.06,2016-10-04T01:45:53,abc.com,9.36,US,27-Aug,11/19/2011,127,127,7607,PURCHASE,51.94,0,0
8314,668332358,250,Classic,188.7,2016-10-07T16:09:07,AMC #724446,154.72,US,Mar-32,11/19/2011,127,127,7607,PURCHASE,61.3,1,0
8315,668332358,250,Classic,33.98,2016-10-09T00:06:30,EZ Putt Putt #804489,116.69,US,24-Apr,11/19/2011,127,127,7607,PURCHASE,216.02,1,0
8316,668332358,250,Classic,104.66,2016-10-11T09:11:48,Shell Gas #561430,60.51,US,30-Aug,11/19/2011,127,127,7607,PURCHASE,145.34,1,0
8317,668332358,250,Classic,44.15,2016-10-12T23:30:29,EZ Putt Putt #240241,212.68,US,26-Jul,11/19/2011,284,284,8792,PURCHASE,205.85,1,0
8318,668332358,250,Classic,200.7,2016-10-20T12:52:41,EZ Putt Putt #503815,251.18,US,22-Jan,11/19/2011,284,284,8792,PURCHASE,49.3,1,0
8319,668332358,250,Classic,250,2016-10-24T19:36:37,Shell Gas #561430,45.94,US,30-Aug,11/19/2011,127,127,7607,PURCHASE,0,1,0
8320,668332358,250,Classic,204.06,2016-10-26T13:59:39,AMC #128743,7.97,US,24-Sep,11/19/2011,284,284,8792,PURCHASE,45.94,1,0
8321,668332358,250,Classic,250,2016-11-04T14:03:23,abc.com,9.36,US,27-Aug,11/19/2011,127,127,7607,PURCHASE,0,0,0
8322,668332358,250,Classic,240.64,2016-11-08T01:17:26,Shell Gas #561430,48.04,US,30-Aug,11/19/2011,127,127,7607,PURCHASE,9.36,1,0
8323,668332358,250,Classic,192.6,2016-11-10T16:25:05,AMC #692956,109.78,US,30-May,11/19/2011,284,284,8792,PURCHASE,57.4,1,0
8324,668332358,250,Classic,82.82,2016-11-11T23:25:44,EZ Putt Putt #503815,85.8,US,May-32,11/19/2011,284,284,8792,PURCHASE,167.18,1,0
8325,668332358,250,Classic,146.81,2016-11-18T11:16:29,Regal Cinemas #729464,493.38,US,28-May,11/19/2011,284,284,8792,PURCHASE,103.19,1,0
8326,668332358,250,Classic,9.98,2016-11-18T11:18:07,Regal Cinemas #729464,493.38,US,28-May,11/19/2011,284,284,8792,REVERSAL,240.02,1,0
8327,668332358,250,Classic,250,2016-11-20T02:48:13,AMC #128743,61.59,US,29-May,11/19/2011,284,284,8792,PURCHASE,0,1,0
8328,668332358,250,Classic,188.41,2016-11-22T19:37:00,Shell Gas #561430,48,US,30-Aug,11/19/2011,127,127,7607,PURCHASE,61.59,1,0
8329,668332358,250,Classic,140.41,2016-11-24T07:52:56,EZ Putt Putt #982199,63.3,US,Sep-31,11/19/2011,127,127,7607,PURCHASE,109.59,1,0
8330,668332358,250,Classic,250,2016-12-05T01:39:50,abc.com,9.36,US,27-Aug,11/19/2011,127,127,7607,PURCHASE,0,0,0
8331,668332358,250,Classic,240.64,2016-12-07T16:18:47,Shell Gas #561430,57.02,US,30-Aug,11/19/2011,127,127,7607,PURCHASE,9.36,1,0
8332,668332358,250,Classic,183.62,2016-12-21T15:55:08,Shell Gas #561430,62.34,US,30-Aug,11/19/2011,127,127,7607,PURCHASE,66.38,1,0
8333,668332358,250,Classic,121.28,2016-12-26T19:33:48,AMC #79863,33.39,US,29-Nov,11/19/2011,127,127,7607,PURCHASE,128.72,0,0
8334,668332358,250,Classic,87.89,2016-12-29T14:29:02,AMC #692956,24.6,US,30-Mar,11/19/2011,127,127,7607,PURCHASE,162.11,1,0
8335,205681025,15000,Gold,15000,2016-01-06T02:00:38,Franks Pub #934222,384.57,US,26-Oct,1/5/2013,266,266,1696,PURCHASE,0,0,0
8336,205681025,15000,Gold,14615.43,2016-01-07T16:55:13,Boston Cafe #592935,45.38,US,23-Feb,1/5/2013,266,266,1696,PURCHASE,384.57,1,0
8337,205681025,15000,Gold,14570.05,2016-01-09T10:22:26,Lyft,20.66,US,30-Jul,1/5/2013,266,266,1696,PURCHASE,429.95,0,0
8338,205681025,15000,Gold,14549.39,2016-01-09T12:08:03,apple.com,15.74,US,21-Jan,1/5/2013,266,266,1696,PURCHASE,450.61,0,0
8339,205681025,15000,Gold,14533.65,2016-01-10T03:37:42,Lyft,789.52,US,30-Oct,1/5/2013,266,266,1696,PURCHASE,466.35,0,0
8340,205681025,15000,Gold,13744.13,2016-01-11T04:38:01,South Drive in,33.29,US,27-Sep,1/5/2013,266,266,1696,PURCHASE,1255.87,1,0
8341,205681025,15000,Gold,13710.84,2016-01-11T09:45:02,Lyft,13.14,US,22-Oct,1/5/2013,266,266,1696,PURCHASE,1289.16,0,0
8342,205681025,15000,Gold,13697.7,2016-01-12T23:48:06,34th BBQ #166379,25.34,US,23-Jan,1/5/2013,266,266,1696,PURCHASE,1302.3,1,0
8343,205681025,15000,Gold,13672.36,2016-01-13T10:49:49,Boston Cafe #465229,0,US,22-May,1/5/2013,266,266,1696,ADDRESS_VERIFICATION,1327.64,0,0
8344,205681025,15000,Gold,13672.36,2016-01-14T12:10:47,Uber,194.67,US,27-Jul,1/5/2013,266,266,1696,PURCHASE,1327.64,0,0
8345,205681025,15000,Gold,13477.69,2016-01-16T02:08:57,Ray's Fries #153092,166.23,US,28-Dec,1/5/2013,266,266,1696,PURCHASE,1522.31,1,0
8346,205681025,15000,Gold,13311.46,2016-01-19T17:14:50,South Steakhouse #157238,94.54,US,31-Jan,1/5/2013,266,266,1696,PURCHASE,1688.54,1,0
8347,205681025,15000,Gold,13216.92,2016-01-19T18:24:29,Franks Deli,38.87,US,22-Jan,1/5/2013,266,266,1696,PURCHASE,1783.08,1,0
8348,205681025,15000,Gold,13178.05,2016-01-26T14:29:40,Uber,11.66,US,22-Sep,1/5/2013,266,266,1696,PURCHASE,1821.95,0,0
8349,205681025,15000,Gold,13166.39,2016-01-31T00:51:32,Lyft,181.92,US,26-May,1/5/2013,266,266,1696,PURCHASE,1833.61,0,0
8350,205681025,15000,Gold,15000,2016-02-04T06:14:42,Uptown Cafe,194.69,US,26-Mar,1/5/2013,266,266,1696,,0,1,0
8351,205681025,15000,Gold,14805.31,2016-02-07T17:22:22,Uber,231.22,US,30-Oct,1/5/2013,266,266,1696,PURCHASE,194.69,0,0
8352,205681025,15000,Gold,14574.09,2016-02-16T03:18:41,1st Deli,180.37,US,24-May,1/5/2013,266,266,1696,PURCHASE,425.91,0,0
8353,205681025,15000,Gold,14393.72,2016-02-17T01:09:13,staples.com,216.42,US,23-Oct,1/5/2013,266,266,1696,PURCHASE,606.28,0,0
8354,205681025,15000,Gold,14177.3,2016-02-19T03:29:25,Uber,109.03,US,21-Feb,1/5/2013,266,266,1696,PURCHASE,822.7,0,0
8355,205681025,15000,Gold,14068.27,2016-02-22T15:16:44,Lyft,260.88,US,23-May,1/5/2013,266,266,1696,PURCHASE,931.73,0,0
8356,205681025,15000,Gold,13807.39,2016-02-24T02:36:43,Uber,9.63,US,22-Apr,1/5/2013,266,266,1696,PURCHASE,1192.61,0,0
8357,205681025,15000,Gold,13797.76,2016-02-29T17:27:17,34th BBQ #166379,34.86,US,28-Jul,1/5/2013,266,266,1696,PURCHASE,1202.24,1,0
8358,205681025,15000,Gold,15000,2016-03-02T02:21:29,1st Sandwitch Bar #941288,79.32,US,24-Jul,1/5/2013,266,266,1696,PURCHASE,0,1,0
8359,205681025,15000,Gold,14920.68,2016-03-05T16:49:49,Lyft,60.69,US,20-Jun,1/5/2013,266,266,1696,PURCHASE,79.32,0,0
8360,205681025,15000,Gold,14859.99,2016-03-05T17:12:25,Lyft,24.8,US,31-Jan,1/5/2013,266,266,1696,PURCHASE,140.01,0,0
8361,205681025,15000,Gold,14835.19,2016-03-11T14:01:13,sears.com,2.21,US,Mar-32,1/5/2013,266,266,1696,PURCHASE,164.81,0,0
8362,205681025,15000,Gold,14832.98,2016-03-11T22:32:04,Boston Fries,5.42,US,Jul-33,1/5/2013,266,266,1696,PURCHASE,167.02,1,0
8363,205681025,15000,Gold,14827.56,2016-03-12T14:40:14,Lyft,0,US,Nov-31,1/5/2013,266,266,1696,ADDRESS_VERIFICATION,172.44,0,0
8364,205681025,15000,Gold,14827.56,2016-03-17T14:52:55,Uber,56.31,US,29-Aug,1/5/2013,266,266,1696,PURCHASE,172.44,0,0
8365,205681025,15000,Gold,14771.25,2016-03-20T02:21:56,Starbucks #242505,269.53,US,21-Mar,1/5/2013,266,266,1696,PURCHASE,228.75,1,0
8366,205681025,15000,Gold,14501.72,2016-03-24T05:21:26,Best Deli #100511,377.52,US,26-Aug,1/5/2013,266,266,1696,PURCHASE,498.28,1,0
8367,205681025,15000,Gold,14124.2,2016-03-26T09:29:07,AMC #724446,27.07,US,29-Jan,1/5/2013,266,266,1696,PURCHASE,875.8,1,0
8368,205681025,15000,Gold,14097.13,2016-03-27T08:58:35,34th BBQ #166379,34.86,US,28-Jul,1/5/2013,266,266,1696,REVERSAL,902.87,1,0
8369,205681025,15000,Gold,14131.99,2016-03-27T16:41:36,Ray's Fries #153092,172.55,US,21-Sep,1/5/2013,266,266,1696,PURCHASE,868.01,1,1
8370,205681025,15000,Gold,13959.44,2016-03-28T06:25:33,South Steakhouse #485411,49.43,US,24-May,1/5/2013,266,266,1696,PURCHASE,1040.56,1,0
8371,205681025,15000,Gold,13910.01,2016-03-30T20:42:17,Franks Deli,17.4,US,Mar-32,1/5/2013,266,266,1696,PURCHASE,1089.99,1,0
8372,205681025,15000,Gold,15000,2016-04-01T21:02:55,Dinosaur Sandwitch Bar #08794,125.88,US,28-Jan,1/5/2013,266,266,1696,PURCHASE,0,1,0
8373,205681025,15000,Gold,14874.12,2016-04-03T00:03:41,Uber,0,US,23-Apr,1/5/2013,266,266,1696,ADDRESS_VERIFICATION,125.88,0,0
8374,205681025,15000,Gold,14874.12,2016-04-06T06:37:03,South Steakhouse #879581,55.56,US,21-Aug,1/5/2013,266,266,1696,PURCHASE,125.88,1,0
8375,205681025,15000,Gold,14818.56,2016-04-06T07:15:10,Lyft,59.88,US,Feb-33,1/5/2013,266,266,1696,PURCHASE,181.44,0,0
8376,205681025,15000,Gold,14758.68,2016-04-07T09:25:23,apple.com,35.41,US,28-Aug,1/5/2013,266,266,1696,PURCHASE,241.32,0,0
8377,205681025,15000,Gold,14723.27,2016-04-10T11:38:00,cheapfast.com,38.56,US,31-Mar,1/5/2013,266,266,1696,PURCHASE,276.73,0,0
8378,205681025,15000,Gold,14684.71,2016-04-13T04:06:51,oldnavy.com,628.22,US,30-Dec,1/5/2013,266,266,1696,PURCHASE,315.29,0,0
8379,205681025,15000,Gold,14056.49,2016-04-13T12:51:59,34th BBQ #436606,53.22,US,25-Nov,1/5/2013,266,266,1696,PURCHASE,943.51,1,0
8380,205681025,15000,Gold,14003.27,2016-04-13T23:31:55,Downtown Sandwitch Bar,399.02,US,28-Oct,1/5/2013,266,266,1696,PURCHASE,996.73,1,0
8381,205681025,15000,Gold,13604.25,2016-04-14T13:48:11,Lyft,12.42,US,Nov-31,1/5/2013,266,266,1696,PURCHASE,1395.75,0,0
8382,205681025,15000,Gold,13591.83,2016-04-17T07:11:46,Lyft,226.39,US,20-Feb,1/5/2013,266,266,1696,PURCHASE,1408.17,0,0
8383,205681025,15000,Gold,13365.44,2016-04-23T18:23:33,Lyft,160.09,US,24-Nov,1/5/2013,266,266,1696,PURCHASE,1634.56,0,0
8384,205681025,15000,Gold,13205.35,2016-04-24T06:15:35,Lyft,18.83,US,30-Jul,1/5/2013,266,266,1696,PURCHASE,1794.65,0,0
8385,205681025,15000,Gold,13186.52,2016-04-24T16:11:23,Uber,115.38,US,27-Sep,1/5/2013,266,266,1696,PURCHASE,1813.48,0,0
8386,205681025,15000,Gold,13071.14,2016-04-24T19:07:11,Lyft,59.31,US,Sep-31,1/5/2013,266,266,1696,PURCHASE,1928.86,0,0
8387,205681025,15000,Gold,13011.83,2016-04-26T23:50:47,34th BBQ #436606,127.99,US,24-May,1/5/2013,266,266,1696,PURCHASE,1988.17,1,0
8388,205681025,15000,Gold,12883.84,2016-04-29T03:52:50,Franks Sandwitch Bar,85.06,US,Dec-32,1/5/2013,266,266,1696,PURCHASE,2116.16,1,0
8389,205681025,15000,Gold,12798.78,2016-04-30T05:37:53,Uber,35.47,US,28-Nov,1/5/2013,266,266,1696,PURCHASE,2201.22,0,0
8390,205681025,15000,Gold,15000,2016-05-03T00:45:57,ebay.com,65.9,US,30-Jan,1/5/2013,266,266,1696,PURCHASE,0,0,0
8391,205681025,15000,Gold,14934.1,2016-05-05T05:02:24,1st Sandwitch Bar #758805,89.88,US,29-Aug,1/5/2013,266,261,1696,PURCHASE,65.9,1,0
8392,205681025,15000,Gold,14844.22,2016-05-05T09:42:14,oldnavy.com,189.93,US,20-Apr,1/5/2013,266,266,1696,PURCHASE,155.78,0,0
8393,205681025,15000,Gold,14654.29,2016-05-06T00:22:38,Five Guys #605156,15.39,US,29-Mar,1/5/2013,266,266,1696,PURCHASE,345.71,1,0
8394,205681025,15000,Gold,14638.9,2016-05-06T05:44:35,Downtown BBQ,5.97,US,22-Apr,1/5/2013,266,266,1696,PURCHASE,361.1,1,0
8395,205681025,15000,Gold,14632.93,2016-05-07T00:58:19,Uber,60.38,US,21-Dec,1/5/2013,266,266,1696,PURCHASE,367.07,0,0
8396,205681025,15000,Gold,14572.55,2016-05-08T13:29:25,target.com,356.61,US,27-Dec,1/5/2013,266,266,1696,PURCHASE,427.45,0,0
8397,205681025,15000,Gold,14215.94,2016-05-09T05:49:28,34th BBQ #538716,156.18,US,22-Dec,1/5/2013,266,266,1696,PURCHASE,784.06,1,0
8398,205681025,15000,Gold,14059.76,2016-05-12T19:32:40,34th BBQ #538716,30.47,US,23-Jun,1/5/2013,266,266,1696,PURCHASE,940.24,1,0
8399,205681025,15000,Gold,14029.29,2016-05-14T18:46:55,Franks Pub #934222,21.76,US,30-Dec,1/5/2013,266,266,1696,PURCHASE,970.71,1,0
8400,205681025,15000,Gold,14007.53,2016-05-15T13:40:07,Lyft,60.33,US,21-Jun,1/5/2013,266,266,1696,PURCHASE,992.47,0,0
8401,205681025,15000,Gold,13947.2,2016-05-16T20:22:10,Uber,0,US,24-Jan,1/5/2013,266,266,1696,ADDRESS_VERIFICATION,1052.8,0,0
8402,205681025,15000,Gold,13947.2,2016-05-17T07:09:09,Uber,20.12,US,30-Jul,1/5/2013,266,266,1696,PURCHASE,1052.8,0,0
8403,205681025,15000,Gold,13927.08,2016-05-19T18:12:04,NY Deli,51,US,26-Aug,1/5/2013,266,266,1696,PURCHASE,1072.92,1,0
8404,205681025,15000,Gold,13876.08,2016-05-20T01:25:21,Uber,0.84,US,31-May,1/5/2013,266,266,1696,PURCHASE,1123.92,0,0
8405,205681025,15000,Gold,13875.24,2016-05-22T00:50:19,Uber,61.24,US,30-Dec,1/5/2013,266,266,1696,PURCHASE,1124.76,0,0
8406,205681025,15000,Gold,13814,2016-05-23T14:30:21,Uber,261.89,US,29-Oct,1/5/2013,266,266,1696,PURCHASE,1186,0,0
8407,205681025,15000,Gold,13552.11,2016-05-24T07:26:59,Best Deli #316476,42.51,US,26-Mar,1/5/2013,266,266,1696,PURCHASE,1447.89,1,0
8408,205681025,15000,Gold,13509.6,2016-05-25T10:44:12,Uber,40.23,US,26-Oct,1/5/2013,266,266,1696,PURCHASE,1490.4,0,0
8409,205681025,15000,Gold,13469.37,2016-05-25T18:25:31,34th Bistro,70.41,US,23-Jun,1/5/2013,266,266,1696,PURCHASE,1530.63,1,0
8410,205681025,15000,Gold,13398.96,2016-05-30T18:15:36,34th BBQ #166379,98.74,US,27-Aug,1/5/2013,266,266,1696,PURCHASE,1601.04,1,0
8411,205681025,15000,Gold,13300.22,2016-05-31T15:40:53,staples.com,17.25,US,Jan-33,1/5/2013,266,266,1696,PURCHASE,1699.78,0,0
8412,205681025,15000,Gold,15000,2016-06-02T10:26:55,Franks Pub #755509,74.91,US,30-Dec,1/5/2013,266,266,1696,PURCHASE,0,1,0
8413,205681025,15000,Gold,14925.09,2016-06-02T11:53:25,Lyft,871.78,US,Nov-31,1/5/2013,266,266,1696,PURCHASE,74.91,0,0
8414,205681025,15000,Gold,14053.31,2016-06-06T15:18:35,Lyft,96.55,US,Dec-32,1/5/2013,266,266,1696,PURCHASE,946.69,0,0
8415,205681025,15000,Gold,13956.76,2016-06-09T06:35:54,Regal Cinemas #05791,140.02,US,29-Sep,1/5/2013,266,266,1696,PURCHASE,1043.24,1,0
8416,205681025,15000,Gold,13816.74,2016-06-10T21:33:29,Uber,117.52,US,25-May,1/5/2013,266,266,1696,PURCHASE,1183.26,0,0
8417,205681025,15000,Gold,13699.22,2016-06-14T01:06:57,Lyft,16.45,US,27-Aug,1/5/2013,266,266,1696,PURCHASE,1300.78,0,0
8418,205681025,15000,Gold,13682.77,2016-06-14T08:02:43,Lyft,175.89,US,Mar-33,1/5/2013,266,266,1696,PURCHASE,1317.23,0,0
8419,205681025,15000,Gold,13506.88,2016-06-20T14:29:44,1st Sandwitch Bar #758805,76.4,US,23-Jul,1/5/2013,266,266,1696,PURCHASE,1493.12,1,0
8420,205681025,15000,Gold,13430.48,2016-06-22T21:06:20,Uber,34.63,US,20-Oct,1/5/2013,266,266,1696,PURCHASE,1569.52,0,0
8421,205681025,15000,Gold,15000,2016-07-02T11:33:01,alibaba.com,67.37,US,20-Nov,1/5/2013,266,266,1696,PURCHASE,0,0,0
8422,205681025,15000,Gold,14932.63,2016-07-07T18:22:16,Domino's Pizza #514430,115.89,US,21-Aug,1/5/2013,266,266,1696,PURCHASE,67.37,1,0
8423,205681025,15000,Gold,14816.74,2016-07-09T03:29:50,Lyft,188.9,US,22-Jul,1/5/2013,266,266,1696,PURCHASE,183.26,0,0
8424,205681025,15000,Gold,14627.84,2016-07-09T04:43:42,Lyft,201.13,US,30-Apr,1/5/2013,266,266,1696,PURCHASE,372.16,0,0
8425,205681025,15000,Gold,14426.71,2016-07-11T15:50:30,Dinosaur Sandwitch Bar #303701,129.1,US,28-Dec,1/5/2013,266,266,1696,PURCHASE,573.29,1,0
8426,205681025,15000,Gold,14297.61,2016-07-13T22:25:06,Lyft,139.17,US,27-Jul,1/5/2013,266,266,1696,PURCHASE,702.39,0,0
8427,205681025,15000,Gold,14158.44,2016-07-18T03:00:38,Uber,39.16,US,30-Apr,1/5/2013,266,266,1696,PURCHASE,841.56,0,0
8428,205681025,15000,Gold,14119.28,2016-07-18T23:30:14,Best Fries,243.41,US,21-Jul,1/5/2013,266,266,1696,PURCHASE,880.72,1,0
8429,205681025,15000,Gold,13875.87,2016-07-20T05:45:53,AMC #79863,228.09,US,27-Jan,1/5/2013,266,266,1696,PURCHASE,1124.13,1,0
